msg_id,No.,timestamp,Source,Destination,app_protocol,src_port,dst_port,Length,TCP payload,iRTT,Flags,Request Method,Protocols in frame,message
122,1235,40.836926,::1,::1,HTTP/JSON,8890,59446,4353,(4277 bytes),0.000125000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
123,1272,42.406790,::1,::1,HTTP,59448,8890,1776,(1700 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592044206 HTTP/1.1
124,1274,42.411168,::1,::1,HTTP/JSON,8890,59448,503,(427 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
125,1288,44.516493,::1,::1,HTTP,59448,8890,1776,(1700 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592046227 HTTP/1.1
126,1290,44.607250,::1,::1,HTTP/JSON,8890,59448,503,(427 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
127,1311,46.635310,::1,::1,HTTP,59449,8890,1776,(1700 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592048435 HTTP/1.1
128,1313,46.640256,::1,::1,HTTP/JSON,8890,59449,503,(427 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
129,1329,48.648873,::1,::1,HTTP,59449,8890,1776,(1700 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592050450 HTTP/1.1
130,1331,48.653426,::1,::1,HTTP/JSON,8890,59449,503,(427 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
131,1341,50.659955,::1,::1,HTTP,59449,8890,1776,(1700 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592052460 HTTP/1.1
132,1343,50.664065,::1,::1,HTTP/JSON,8890,59449,503,(427 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
133,1345,50.702548,::1,::1,HTTP,59449,8890,1672,(1596 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592052504 HTTP/1.1
134,1351,50.704089,::1,::1,HTTP,59452,8890,1671,(1595 bytes),0.000198000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592052506 HTTP/1.1
135,1353,50.707825,::1,::1,HTTP/JSON,8890,59449,1579,(1503 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
136,1359,50.709066,::1,::1,HTTP,59449,8890,1673,(1597 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592052510 HTTP/1.1
137,1361,50.713056,::1,::1,HTTP/JSON,8890,59452,766,(690 bytes),0.000198000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
138,1363,50.715183,::1,::1,HTTP/JSON,8890,59449,434,(358 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
139,1372,50.843772,::1,::1,HTTP,59449,8890,1689,(1613 bytes),0.000205000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592052645 HTTP/1.1
140,1452,50.883263,::1,::1,HTTP/JSON,8890,59449,4353,(4277 bytes),0.000205000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
141,1483,52.671889,::1,::1,HTTP,59454,8890,1776,(1700 bytes),0.000131000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592054470 HTTP/1.1
142,1485,52.677595,::1,::1,HTTP/JSON,8890,59454,503,(427 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
143,1498,53.930920,::1,::1,HTTP,59455,8890,1396,(1320 bytes),0.000132000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
144,1500,53.933895,::1,::1,HTTP,8890,59455,410,(334 bytes),0.000132000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
145,1506,54.682244,::1,::1,HTTP,59454,8890,1776,(1700 bytes),0.000131000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592056483 HTTP/1.1
146,1508,54.685841,::1,::1,HTTP/JSON,8890,59454,503,(427 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
147,1531,56.694414,::1,::1,HTTP,59456,8890,1776,(1700 bytes),0.000135000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592058492 HTTP/1.1
148,1533,56.698511,::1,::1,HTTP/JSON,8890,59456,503,(427 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
149,1549,58.138214,::1,::1,HTTP,59456,8890,1696,(1620 bytes),0.000135000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592059938 HTTP/1.1
150,1553,58.143592,::1,::1,HTTP/JSON,8890,59456,2293,(2217 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
151,1562,58.329252,::1,::1,HTTP,59456,8890,1862,(1786 bytes),0.000135000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592060129 HTTP/1.1  (text/plain)
152,1569,58.335716,::1,::1,HTTP,8890,59456,403,(327 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
153,1571,58.731875,::1,::1,HTTP,59456,8890,1776,(1700 bytes),0.000135000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592060533 HTTP/1.1
154,1573,58.736501,::1,::1,HTTP/JSON,8890,59456,503,(427 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
155,1577,60.730698,::1,::1,HTTP,59456,8890,1672,(1596 bytes),0.000135000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592062532 HTTP/1.1
156,1585,60.731157,::1,::1,HTTP,59459,8890,1671,(1595 bytes),0.000135000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592062532 HTTP/1.1
157,1586,60.731196,::1,::1,HTTP,59460,8890,1673,(1597 bytes),0.000137000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592062532 HTTP/1.1
158,1589,60.736113,::1,::1,HTTP/JSON,8890,59459,766,(690 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
159,1591,60.737501,::1,::1,HTTP/JSON,8890,59460,434,(358 bytes),0.000137000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
160,1593,60.740315,::1,::1,HTTP/JSON,8890,59456,1579,(1503 bytes),0.000135000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
161,1618,61.734070,::1,::1,HTTP,59461,8890,1689,(1613 bytes),0.000107000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592063534 HTTP/1.1
162,1698,61.770165,::1,::1,HTTP/JSON,8890,59461,4353,(4277 bytes),0.000107000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
163,1801,75.730183,::1,::1,HTTP,59467,8890,1396,(1320 bytes),0.000193000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
164,1803,75.732888,::1,::1,HTTP,8890,59467,410,(334 bytes),0.000193000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
165,1918,89.917967,::1,::1,HTTP,59471,8890,1396,(1320 bytes),0.000235000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
166,1920,89.920999,::1,::1,HTTP,8890,59471,410,(334 bytes),0.000235000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
167,1934,91.731208,::1,::1,HTTP,59472,8890,1666,(1590 bytes),0.000176000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/me?1766592093532 HTTP/1.1
168,1936,91.731297,::1,::1,HTTP,59473,8890,1675,(1599 bytes),0.000111000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernelspecs?1766592093532 HTTP/1.1
169,1938,91.735485,::1,::1,HTTP/JSON,8890,59472,634,(558 bytes),0.000176000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
170,1940,91.743374,::1,::1,HTTP/JSON,8890,59473,1168,(1092 bytes),0.000111000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
171,2337,157.739038,::1,::1,HTTP,59511,8890,1772,(1696 bytes),0.000094000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /panel-preview/layout/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?1766592159534 HTTP/1.1
172,2339,157.739206,::1,::1,HTTP,59512,8890,1781,(1705 bytes),0.000094000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?content=0&hash=1&1766592159539 HTTP/1.1
173,2341,157.750199,::1,::1,HTTP,8890,59511,420,(344 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
174,2343,157.765822,::1,::1,HTTP/JSON,8890,59512,906,(830 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
175,2353,157.772093,::1,::1,HTTP,59512,8890,9257,(9181 bytes),0.000094000,"0x018 (PSH, ACK)",PUT,null:ipv6:tcp:http:data-text-lines,PUT /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?1766592159571 HTTP/1.1  (text/plain)
176,2355,157.789022,::1,::1,HTTP/JSON,8890,59512,928,(852 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
177,2369,157.794881,::1,::1,HTTP,59512,8890,1781,(1705 bytes),0.000094000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb?content=0&hash=1&1766592159595 HTTP/1.1
178,2371,157.797902,::1,::1,HTTP/JSON,8890,59512,906,(830 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
179,2379,157.806214,::1,::1,HTTP,59512,8890,1776,(1700 bytes),0.000094000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592159605 HTTP/1.1
180,2381,157.806600,::1,::1,HTTP,59511,8890,1776,(1700 bytes),0.000094000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592159606 HTTP/1.1
181,2383,157.808413,::1,::1,HTTP/JSON,8890,59512,503,(427 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
182,2385,157.808795,::1,::1,HTTP/JSON,8890,59511,503,(427 bytes),0.000094000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
183,2426,163.350933,::1,::1,HTTP,59518,8890,1776,(1700 bytes),0.000131000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592165036 HTTP/1.1
184,2428,163.364724,::1,::1,HTTP/JSON,8890,59518,503,(427 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
185,2430,163.745439,::1,::1,HTTP,59518,8890,1696,(1620 bytes),0.000131000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592165543 HTTP/1.1
186,2434,163.754310,::1,::1,HTTP/JSON,8890,59518,2366,(2290 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
187,2445,163.944942,::1,::1,HTTP,59518,8890,1862,(1786 bytes),0.000131000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592165742 HTTP/1.1  (text/plain)
188,2452,163.951440,::1,::1,HTTP,8890,59518,403,(327 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
189,2463,164.748352,::1,::1,HTTP,59518,8890,1671,(1595 bytes),0.000131000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592166546 HTTP/1.1
190,2476,164.748829,::1,::1,HTTP,59519,8890,1673,(1597 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592166547 HTTP/1.1
191,2478,164.748869,::1,::1,HTTP,59520,8890,1672,(1596 bytes),0.000037000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592166547 HTTP/1.1
192,2480,164.748896,::1,::1,HTTP,59521,8890,1689,(1613 bytes),0.000060000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592166547 HTTP/1.1
193,2482,164.752474,::1,::1,HTTP/JSON,8890,59518,766,(690 bytes),0.000131000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
194,2484,164.754497,::1,::1,HTTP/JSON,8890,59519,434,(358 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
195,2486,164.757661,::1,::1,HTTP/JSON,8890,59520,1579,(1503 bytes),0.000037000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
196,2566,164.794780,::1,::1,HTTP/JSON,8890,59521,4353,(4277 bytes),0.000060000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
197,2578,165.368393,::1,::1,HTTP,59521,8890,1776,(1700 bytes),0.000060000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592167170 HTTP/1.1
198,2580,165.373816,::1,::1,HTTP/JSON,8890,59521,503,(427 bytes),0.000060000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
199,2618,167.378321,::1,::1,HTTP,59523,8890,1776,(1700 bytes),0.000157000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592169179 HTTP/1.1
200,2620,167.382356,::1,::1,HTTP/JSON,8890,59523,503,(427 bytes),0.000157000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
201,2628,169.389758,::1,::1,HTTP,59523,8890,1776,(1700 bytes),0.000157000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592171190 HTTP/1.1
202,2630,169.395450,::1,::1,HTTP/JSON,8890,59523,503,(427 bytes),0.000157000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
203,2655,171.401857,::1,::1,HTTP,59525,8890,1776,(1700 bytes),0.000133000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592173201 HTTP/1.1
204,2657,171.407468,::1,::1,HTTP/JSON,8890,59525,503,(427 bytes),0.000133000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
205,2676,172.085889,::1,::1,HTTP,59525,8890,1622,(1546 bytes),0.000133000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /static/favicons/favicon-busy-1.ico HTTP/1.1
206,2678,172.088094,::1,::1,HTTP,8890,59525,383,(307 bytes),0.000133000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 304 Not Modified
207,2734,172.131361,::1,::1,HTTP,59525,8890,1622,(1546 bytes),0.000133000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /static/favicons/favicon-busy-1.ico HTTP/1.1
208,2736,172.132565,::1,::1,HTTP,8890,59525,383,(307 bytes),0.000133000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 304 Not Modified
209,2750,173.414294,::1,::1,HTTP,59525,8890,1776,(1700 bytes),0.000133000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592175216 HTTP/1.1
210,2752,173.417947,::1,::1,HTTP/JSON,8890,59525,503,(427 bytes),0.000133000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
211,2766,174.760266,::1,::1,HTTP,59525,8890,1671,(1595 bytes),0.000133000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592176558 HTTP/1.1
212,2772,174.762236,::1,::1,HTTP,59526,8890,1673,(1597 bytes),0.000107000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592176559 HTTP/1.1
213,2775,174.762411,::1,::1,HTTP,59527,8890,1672,(1596 bytes),0.000101000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592176561 HTTP/1.1
214,2783,174.768985,::1,::1,HTTP/JSON,8890,59525,766,(690 bytes),0.000133000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
215,2785,174.772955,::1,::1,HTTP/JSON,8890,59527,1579,(1503 bytes),0.000101000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
216,2787,174.777848,::1,::1,HTTP/JSON,8890,59526,434,(358 bytes),0.000107000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
217,2789,174.799903,::1,::1,HTTP,59526,8890,1689,(1613 bytes),0.000107000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592176600 HTTP/1.1
218,2869,174.834622,::1,::1,HTTP/JSON,8890,59526,4353,(4277 bytes),0.000107000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
219,2877,175.421822,::1,::1,HTTP,59526,8890,1776,(1700 bytes),0.000107000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592177223 HTTP/1.1
220,2879,175.426384,::1,::1,HTTP/JSON,8890,59526,503,(427 bytes),0.000107000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
221,2927,177.432922,::1,::1,HTTP,59531,8890,1776,(1700 bytes),0.000152000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592179232 HTTP/1.1
222,2929,177.436374,::1,::1,HTTP/JSON,8890,59531,503,(427 bytes),0.000152000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
223,2935,177.930344,::1,::1,HTTP,59532,8890,1396,(1320 bytes),0.000114000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
224,2937,177.933999,::1,::1,HTTP,8890,59532,410,(334 bytes),0.000114000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
225,2943,179.442695,::1,::1,HTTP,59531,8890,1776,(1700 bytes),0.000152000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592181243 HTTP/1.1
226,2945,179.449614,::1,::1,HTTP/JSON,8890,59531,503,(427 bytes),0.000152000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
227,2977,181.455346,::1,::1,HTTP,59534,8890,1776,(1700 bytes),0.000113000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592183257 HTTP/1.1
228,2979,181.459266,::1,::1,HTTP/JSON,8890,59534,503,(427 bytes),0.000113000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
229,2988,183.741403,::1,::1,HTTP,59534,8890,1776,(1700 bytes),0.000113000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592185540 HTTP/1.1
230,2990,183.775564,::1,::1,HTTP/JSON,8890,59534,503,(427 bytes),0.000113000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
231,2992,183.819105,::1,::1,HTTP,59534,8890,1696,(1620 bytes),0.000113000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592185620 HTTP/1.1
232,2996,183.829751,::1,::1,HTTP/JSON,8890,59534,2366,(2290 bytes),0.000113000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
233,3006,184.025442,::1,::1,HTTP,59534,8890,2029,(1953 bytes),0.000113000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592185824 HTTP/1.1  (text/plain)
234,3012,184.034339,::1,::1,HTTP,8890,59534,403,(327 bytes),0.000113000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
235,3025,185.738177,::1,::1,HTTP,59534,8890,1671,(1595 bytes),0.000113000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592187532 HTTP/1.1
236,3031,185.739663,::1,::1,HTTP,59538,8890,1672,(1596 bytes),0.000118000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592187532 HTTP/1.1
237,3037,185.741475,::1,::1,HTTP,59539,8890,1673,(1597 bytes),0.000084000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592187533 HTTP/1.1
238,3039,185.741838,::1,::1,HTTP,59540,8890,1689,(1613 bytes),0.000119000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592187535 HTTP/1.1
239,3041,185.765768,::1,::1,HTTP/JSON,8890,59538,1579,(1503 bytes),0.000118000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
240,3043,185.773402,::1,::1,HTTP/JSON,8890,59539,434,(358 bytes),0.000084000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
